id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,maps_url,website,phone,url,logo_url,hero_url,image_credit,image_source_url,hours_raw,description,about_short,about_long,price_range,pricing,amenities,cuisines,meals,rating_overall,sub_food_quality,sub_service,sub_ambience,sub_value,sub_accessibility,review_count,review_source,review_insight,last_updated,services,response_time,service_area,emergency_hours,warranty,inspection_fee,whatsapp,booking_url,contact_url,open_24h,plumbing,electrical,ac_service,painting,locksmith,roofing,pest_control,cleaning,handyman,carpentry,masonry,appliance_repair,waterproofing,solar,approx_price_min,approx_price_max
ChIJ8RuOvQT_kT4RdU4dH_yEPXE,arkan-majan-international-llc,Arkan Majan International LLC,Home Maintenance & Repair,,home repair;maintenance;services,,"Landmark Building-Complex 245, Way 4557, Fifth Floor-South Entrance Building No. 5115/3, North Al Khuwair Muscat OM، Muscat 111, Oman",Muscat,Oman,23.579221,58.411867,https://www.google.com/maps/place/?q=place_id:ChIJ8RuOvQT_kT4RdU4dH_yEPXE,https://www.google.com/maps/place/?q=place_id:ChIJ8RuOvQT_kT4RdU4dH_yEPXE,+968 22 400900,https://www.google.com/maps/place/?q=place_id:ChIJ8RuOvQT_kT4RdU4dH_yEPXE,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipO1LYBwZiufNeJIBvSuhMQmBDzi05-aNv5a4alS=w900-h900-p-k-no,,,,,★★★★☆ · Construction company,★★★★☆ · Construction company,,,,,,4.20,,,,,,50,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJL0-TXCL_kT4R5MMMzYyEn3w,asad-furnishing,Asad Furnishing,Home Maintenance & Repair,,home repair;maintenance;services,,"H9QM+649 Al hil, Muscat, Oman",Muscat,Oman,23.588031,58.382872,https://www.google.com/maps/place/?q=place_id:ChIJL0-TXCL_kT4R5MMMzYyEn3w,https://www.google.com/maps/place/?q=place_id:ChIJL0-TXCL_kT4R5MMMzYyEn3w,,https://www.google.com/maps/place/?q=place_id:ChIJL0-TXCL_kT4R5MMMzYyEn3w,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Od3q-V11K8TTYF0p-fdhxQ&cb_client=search.gws-prod.gps&w=900&h=900&yaw=123.89194&pitch=0&thumbfov=100,,,,,★★★★★ · Home builder,★★★★★ · Home builder,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJWwHPOt_5kT4R9FzPZoYzGGU,atlantic-construction-llc,Atlantic Construction LLC الأطلسي للإنشاءات,Home Maintenance & Repair,,home repair;maintenance;services,,"al khuwair Street 4th Floor, MIC building, مسقط، Oman",Muscat,Oman,23.596576,58.428273,https://www.google.com/maps/place/?q=place_id:ChIJWwHPOt_5kT4R9FzPZoYzGGU,http://www.atlanticoman.com/,+968 24 818754,http://www.atlanticoman.com/,https://www.google.com/s2/favicons?domain=www.atlanticoman.com&sz=128,https://atlanticoman.com/wp-content/uploads/2025/04/atlantic_white-Logo.png,,,,,,To be a widely successful business group with an ever expanding customer base.,,,,,,3.90,,,,,,138,Google,,2025-10-04,solar,,,,,,,,https://atlanticoman.com/,,,,,,,,,,,,,,,Yes,,
ChIJr9MXMVsFjj4Rzjw_8kYmjGw,auto-electrician,Auto Electrician-كهربائي السيارات,Home Maintenance & Repair,,home repair;maintenance;services,,"Misfa opposite of Shell petrol station near to Oman cement factory misfa, مسقط، Oman",Muscat,Oman,23.479580,58.273774,https://www.google.com/maps/place/?q=place_id:ChIJr9MXMVsFjj4Rzjw_8kYmjGw,https://www.google.com/maps/place/?q=place_id:ChIJr9MXMVsFjj4Rzjw_8kYmjGw,+968 7938 9360,https://www.google.com/maps/place/?q=place_id:ChIJr9MXMVsFjj4Rzjw_8kYmjGw,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipPvmxx4dJaSu0CleCEADazlZyxeBely6sr9Jw4n=w900-h900-p-k-no,,,,,★★★★★ · Electrician,★★★★★ · Electrician,,,,,,5.00,,,,,,8,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJccMnl7yxkT4RdYk_nPnyWao,azmat-auto-electrician,Azmat auto electrician,Home Maintenance & Repair,,home repair;maintenance;services,,Hail Al Ghaf Street، Oman,Muscat,Oman,23.207234,58.872120,https://www.google.com/maps/place/?q=place_id:ChIJccMnl7yxkT4RdYk_nPnyWao,https://www.google.com/maps/place/?q=place_id:ChIJccMnl7yxkT4RdYk_nPnyWao,+968 9245 2124,https://www.google.com/maps/place/?q=place_id:ChIJccMnl7yxkT4RdYk_nPnyWao,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipNf6dqAWWBY06ciU3P30acWF8bItRJIpqOoLRbA=w900-h900-p-k-no,,,,,★★★★★ · Electrician,★★★★★ · Electrician,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJk8Blh7EBjj4RhdsVtoHJ-WI,badr-flooring,Badr Flooring بدر للأرضيات,Home Maintenance & Repair,,home repair;maintenance;services,,"18th November St, Muscat, Oman",Muscat,Oman,23.601894,58.363600,https://www.google.com/maps/place/?q=place_id:ChIJk8Blh7EBjj4RhdsVtoHJ-WI,https://www.google.com/maps/place/?q=place_id:ChIJk8Blh7EBjj4RhdsVtoHJ-WI,+968 9656 7395,https://www.google.com/maps/place/?q=place_id:ChIJk8Blh7EBjj4RhdsVtoHJ-WI,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mAW-WDOoZGnAGiYx5jmL8w&cb_client=search.gws-prod.gps&w=900&h=900&yaw=177.93262&pitch=0&thumbfov=100,,,,,★★★★★ · Flooring contractor,★★★★★ · Flooring contractor,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJXcvcedb_kT4RwyQtCtglIcY,bashair-al-mezan-trading-llc,Bashair Al mezan trading LLC,Home Maintenance & Repair,,home repair;maintenance;services,,"Al Khuwair St, Muscat 133, Oman",Muscat,Oman,23.596773,58.428770,https://www.google.com/maps/place/?q=place_id:ChIJXcvcedb_kT4RwyQtCtglIcY,https://www.google.com/maps/place/?q=place_id:ChIJXcvcedb_kT4RwyQtCtglIcY,+968 9532 4263,https://www.google.com/maps/place/?q=place_id:ChIJXcvcedb_kT4RwyQtCtglIcY,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipONZ_KBbGxbv52AWxciI_sngXlUK74E3JJNKoI6=w900-h900-p-k-no,,,,,Construction company,Construction company,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJle7yBAD_kT4RD2JZ_pgMBlU,bind-arabian-development-llc,Bind Arabian Development LLC,Home Maintenance & Repair,,home repair;maintenance;services,,"Business Centre, Al Khuwair St, Muscat, Oman",Muscat,Oman,23.595486,58.440023,https://www.google.com/maps/place/?q=place_id:ChIJle7yBAD_kT4RD2JZ_pgMBlU,http://www.bindoman.com/,+968 9379 9484,http://www.bindoman.com/,https://www.google.com/s2/favicons?domain=www.bindoman.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2024/07/21/2723587.jpg,,,,,,,,,,,,5.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ14Z0JAD_kT4R9mOvrmTq77E,carpentery-workshop,Carpentery Workshop,Home Maintenance & Repair,,home repair;maintenance;services,,"Al Khuwair St, Muscat, Oman",Muscat,Oman,23.596473,58.427906,https://www.google.com/maps/place/?q=place_id:ChIJ14Z0JAD_kT4R9mOvrmTq77E,https://www.google.com/maps/place/?q=place_id:ChIJ14Z0JAD_kT4R9mOvrmTq77E,,https://www.google.com/maps/place/?q=place_id:ChIJ14Z0JAD_kT4R9mOvrmTq77E,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noLoYH7Mgk0OILowb998SNMvMZ1AbSYirstGanzO68zvFkTtYmE9BQt8fwKgJMK9bL2uPWr1zWVp7l69zUcbx2nMlQotU0CwOHryEjpN53PJHP8WM9OX-5CeiB5EDo6ESOOwMRrHLiijDs0=w900-h900-p-k-no,,,,,★★★★★ · Home builder,★★★★★ · Home builder,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJd1H4nusHjj4R4kThLncEHgM,cellutherm-insulation-waterproofing-solutions,Cellutherm Insulation & Waterproofing Solutions,Home Maintenance & Repair,,home repair;maintenance;services,,"H645+FH8, Seeb, Oman",Muscat,Oman,23.556168,58.208960,https://www.google.com/maps/place/?q=place_id:ChIJd1H4nusHjj4R4kThLncEHgM,https://www.google.com/maps/place/?q=place_id:ChIJd1H4nusHjj4R4kThLncEHgM,+968 24 448193,https://www.google.com/maps/place/?q=place_id:ChIJd1H4nusHjj4R4kThLncEHgM,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Rn3ziENJtK6zVOU0KIWIig&cb_client=search.gws-prod.gps&w=900&h=900&yaw=176.38686&pitch=0&thumbfov=100,,,,,★★★★☆ · Roofing contractor,★★★★☆ · Roofing contractor,,,,,,4.20,,,,,,5,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJvVUR7qj_kT4RqkpUyl_GONc,cloud-3-contracting,Cloud 3 Contracting,Home Maintenance & Repair,,home repair;maintenance;services,,"HCRV+HF9, Muscat, Oman",Muscat,Oman,23.591416,58.443728,https://www.google.com/maps/place/?q=place_id:ChIJvVUR7qj_kT4RqkpUyl_GONc,https://www.google.com/maps/place/?q=place_id:ChIJvVUR7qj_kT4RqkpUyl_GONc,+968 9824 1054,https://www.google.com/maps/place/?q=place_id:ChIJvVUR7qj_kT4RqkpUyl_GONc,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrIINU_W4Jrp_pztuwucxr4jHl2nNBeArABosua6LD7ukBuD4XqKrebpJ6ndSpgPDwTqAbtEVQnFPIGVNAzJeE_qnJLXrYXiPq_UNPVPJsEnBnFej2m7hYfm-B8dldmqtcZ-AKisA=w900-h900-p-k-no-pi-20-ya62.79613-ro-0-fo100,,,,,★★★★★ · Electrical installation service,★★★★★ · Electrical installation service,,,,,,5.00,,,,,,3,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJR6tR0wX_kT4RjzWH6wbcdH8,daryas-trading-and-contracting-co-l-l-c,DARYAS Trading and Contracting Co. L.L.C,Home Maintenance & Repair,,home repair;maintenance;services,,"Al Kuleiah St, مسقط 133, Oman",Muscat,Oman,23.587212,58.423434,https://www.google.com/maps/place/?q=place_id:ChIJR6tR0wX_kT4RjzWH6wbcdH8,https://www.google.com/maps/place/?q=place_id:ChIJR6tR0wX_kT4RjzWH6wbcdH8,+968 9934 7515,https://www.google.com/maps/place/?q=place_id:ChIJR6tR0wX_kT4RjzWH6wbcdH8,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipOBsubm5ggWcmSRjY-xgJj-ov3s4uBea2Bbb4Mq=w900-h900-p-k-no,,,,,★★★★☆ · Construction company,★★★★☆ · Construction company,,,,,,4.30,,,,,,3,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJvaqqerVmXz4Rd9nbLuh3JqQ,dex-key-maker,DEX Key Maker,Home Maintenance & Repair,,home repair;maintenance;services,,"Shop S07, Building U01, Italy Cluster - مدينة دبي العالمية - Italy - دبي - United Arab Emirates",Muscat,Oman,25.168262,55.400245,https://www.google.com/maps/place/?q=place_id:ChIJvaqqerVmXz4Rd9nbLuh3JqQ,https://keymakerdubai.com/,+971 55 984 0111,https://keymakerdubai.com/,https://www.google.com/s2/favicons?domain=keymakerdubai.com&sz=128,https://cdn.prod.website-files.com/67e76f63b72b74b5744be8a2/68187dfaee829a4a63e55111_Car-Keys-Cutting.jpg,,,,,"DEX Key Maker Dubai, your trusted key shop, offers 24/7 emergency lockout services, lock repair or replacement. Fast, affordable key maker near you anywhere in Dubai.","DEX Key Maker Dubai, your trusted key shop, offers 24/7 emergency lockout services, lock repair or replacement. Fast, affordable key maker near you anywhere in Dubai. Letâs be honest: when you're locked out or scrambling for a key replacement, you don't have time to Google a hundred options. You just need the best, and fast. Thatâs where DEX Key Maker Dubai comes in. Weâre your top-rated, affordable, and always-on-call mobile key maker in Dubai. Whether youâre searching for a key maker near me, need an emergency key maker Dubai, or just want reliable 24/7 support, weâve got you. No hidden fees, no drama, just expert service, right…",,,,,,4.90,,,,,,437,Google,,2025-10-04,carpentry;handyman;locksmith,,Yes,,,,,,https://www.keymakerdubai.com/contact,Yes,,,,,Yes,,,,Yes,Yes,,,,,,
ChIJo1ZzJX3_kT4RainkP5MYJ2k,decor-ideas,Decor Ideas,Home Maintenance & Repair,,home repair;maintenance;services,,"Mall of Oman, Near Gate C, Level 3, مسقط، Oman",Muscat,Oman,23.571604,58.405630,https://www.google.com/maps/place/?q=place_id:ChIJo1ZzJX3_kT4RainkP5MYJ2k,https://www.google.com/maps/place/?q=place_id:ChIJo1ZzJX3_kT4RainkP5MYJ2k,+968 9571 7282,https://www.google.com/maps/place/?q=place_id:ChIJo1ZzJX3_kT4RainkP5MYJ2k,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://maps.google.com/maps/api/staticmap?center=23.5716043%2C58.4056296&zoom=16&size=900x900&language=en&markers=23.5716043%2C58.4056296&sensor=false&client=google-maps-frontend&signature=1TO8GQgIurqgMW0Yql3g-EkDhZ4,,,,,★★★★★ · Paint manufacturer,★★★★★ · Paint manufacturer,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJQWGim2YBjj4R1DE_68r8Vlw,delta-gulf-overseas-construction-company-architectural-procurement-and-project-management-services,"Delta Gulf Overseas | Construction Company | Architectural, Procurement and Project Management Services",Home Maintenance & Repair,,home repair;maintenance;services,,"JF8X+V55, Muscat 121, Oman",Muscat,Oman,23.617188,58.497937,https://www.google.com/maps/place/?q=place_id:ChIJQWGim2YBjj4R1DE_68r8Vlw,https://www.deltagulfo.com/,+968 9768 2046,https://www.deltagulfo.com/,https://www.google.com/s2/favicons?domain=www.deltagulfo.com&sz=128,https://deltagulfo.com/wp-content/uploads/2024/06/Delta-Gulf-Overseas-Homepage-Optimized-Image-One.webp,,,,,"Delta Gulf Overseas delivers high-quality construction services for residential, commercial & industrial projects. Get a free quote today!","Delta Gulf Overseas delivers high-quality construction services for residential, commercial & industrial projects. Get a free quote today! We are one of the top Construction Company in Oman, offering efficient construction solutions. Get Sustainable Manpower Solutions with Expert Professionals Nationwide to Kick off your business to new heights",,,,,,5.00,,,,,,23,Google,,2025-10-04,,,,,,,,https://outlook.office.com/owa/calendar/DELTAGULFOVERSEASLLC@deltagulfo.com/bookings/,,Yes,,,,,,,,,,,,,,,,
ChIJoRaUThz_kT4R8QwRlzuodtw,digital-key,Digital Key,Home Maintenance & Repair,,home repair;maintenance;services,,"INSIDE OMAN OIL PETROL STATION, Muscat 133, Oman",Muscat,Oman,23.584552,58.432481,https://www.google.com/maps/place/?q=place_id:ChIJoRaUThz_kT4R8QwRlzuodtw,https://www.google.com/maps/place/?q=place_id:ChIJoRaUThz_kT4R8QwRlzuodtw,+968 9202 0921,https://www.google.com/maps/place/?q=place_id:ChIJoRaUThz_kT4R8QwRlzuodtw,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipNtLrCvgyX2SIfBp66wHxEixVdAiisDNZGhssHD=w900-h900-p-k-no,,,,,★★★★★ · Locksmith,★★★★★ · Locksmith,,,,,,4.60,,,,,,220,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ87C8UAD_kT4RAPflFni3mVM,dilawar-khan-electrical-a-c-repairing-and-service-center,Dilawar Khan Electrical A/C Repairing and Service Center,Home Maintenance & Repair,,home repair;maintenance;services,,"4117 Al Khuwair St, Muscat, Oman",Muscat,Oman,23.591122,58.420527,https://www.google.com/maps/place/?q=place_id:ChIJ87C8UAD_kT4RAPflFni3mVM,https://www.google.com/maps/place/?q=place_id:ChIJ87C8UAD_kT4RAPflFni3mVM,,https://www.google.com/maps/place/?q=place_id:ChIJ87C8UAD_kT4RAPflFni3mVM,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HCbPpq_GVZ_ImEhQFtacOg&cb_client=search.gws-prod.gps&w=900&h=900&yaw=207.35507&pitch=0&thumbfov=100,,,,,Electrician,Electrician,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJzTMJjCIAjj4RuEgVOUAfg4s,dirar-international,Dirar International ضرار العالمية,Home Maintenance & Repair,,home repair;maintenance;services,,"H9P7+74Q, Muscat, Oman",Muscat,Oman,23.585704,58.362845,https://www.google.com/maps/place/?q=place_id:ChIJzTMJjCIAjj4RuEgVOUAfg4s,https://www.google.com/maps/place/?q=place_id:ChIJzTMJjCIAjj4RuEgVOUAfg4s,,https://www.google.com/maps/place/?q=place_id:ChIJzTMJjCIAjj4RuEgVOUAfg4s,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://maps.google.com/maps/api/staticmap?center=23.5857035%2C58.3628449&zoom=16&size=900x900&language=en&markers=23.5857035%2C58.3628449&sensor=false&client=google-maps-frontend&signature=879GVEnehGK5s-Zlm06qFytCBjU,,,,,★★★☆☆ · Electrical installation service,★★★☆☆ · Electrical installation service,,,,,,3.30,,,,,,4,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJB_SPF8j_kT4R_N2VDbXITrQ,direct-construction-management-llc,Direct Construction & Management LLC,Home Maintenance & Repair,,home repair;maintenance;services,,"Beach Commercial Complex, Office 209, Al Muntazah St, Muscat 113, Oman",Muscat,Oman,23.612128,58.453859,https://www.google.com/maps/place/?q=place_id:ChIJB_SPF8j_kT4R_N2VDbXITrQ,https://www.google.com/maps/place/?q=place_id:ChIJB_SPF8j_kT4R_N2VDbXITrQ,+968 9728 1880,https://www.google.com/maps/place/?q=place_id:ChIJB_SPF8j_kT4R_N2VDbXITrQ,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RyRtEk3ZRm6OfKXwJm5RUw&cb_client=search.gws-prod.gps&w=900&h=900&yaw=252.34634&pitch=0&thumbfov=100,,,,,★★★★★ · Construction company,★★★★★ · Construction company,,,,,,4.70,,,,,,6,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ685Gakz3kT4RRIQpMukkfUk,emetco-car-repairing-center,EMETCO Car Repairing Center,Home Maintenance & Repair,,home repair;maintenance;services,,"HHJ5+MX4, Muscat 131, Oman",Muscat,Oman,23.581646,58.559965,https://www.google.com/maps/place/?q=place_id:ChIJ685Gakz3kT4RRIQpMukkfUk,https://www.google.com/maps/place/?q=place_id:ChIJ685Gakz3kT4RRIQpMukkfUk,+968 9716 6662,https://www.google.com/maps/place/?q=place_id:ChIJ685Gakz3kT4RRIQpMukkfUk,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=StyC4KqD7nK4qFYsIhSNNg&cb_client=search.gws-prod.gps&w=900&h=900&yaw=262.40903&pitch=0&thumbfov=100,,,,,★★★★★ · Electrician,★★★★★ · Electrician,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJNWgsCor_kT4RhWdhmAkbNmI,earthworks-excavation-and-construction,Earthworks Excavation and Construction.,Home Maintenance & Repair,,home repair;maintenance;services,,"3522، 112، شارع الخوير، Muscat, Oman",Muscat,Oman,23.595023,58.419269,https://www.google.com/maps/place/?q=place_id:ChIJNWgsCor_kT4RhWdhmAkbNmI,https://www.google.com/maps/place/?q=place_id:ChIJNWgsCor_kT4RhWdhmAkbNmI,+968 9808 3394,https://www.google.com/maps/place/?q=place_id:ChIJNWgsCor_kT4RhWdhmAkbNmI,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=onviF451AhNsK98feP9w4w&cb_client=search.gws-prod.gps&w=900&h=900&yaw=296.29932&pitch=0&thumbfov=100,,,,,★★★★★ · Earth works company,★★★★★ · Earth works company,,,,,,5.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJxx3dmaL_kT4R8J3roJXi2g8,electrician-plumbing-service,Electrician & Plumbing Service,Home Maintenance & Repair,,home repair;maintenance;services,,"Al Khuwair St, Muscat 133, Oman",Muscat,Oman,23.590684,58.429230,https://www.google.com/maps/place/?q=place_id:ChIJxx3dmaL_kT4R8J3roJXi2g8,https://bit.ly/3blxC7f,+968 9599 8824,https://bit.ly/3blxC7f,https://www.google.com/s2/favicons?domain=bit.ly&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/04/02/2969730.jpeg,,,,,,,,,,,,4.70,,,,,,3,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJGTbIc9r9jT4Rd_v9s3pFNxA,global-key-power-expertise,GLOBAL KEY POWER EXPERTISE,Home Maintenance & Repair,,home repair;maintenance;services,,"Al Hail North, Seeb, Oman",Muscat,Oman,23.641877,58.224162,https://www.google.com/maps/place/?q=place_id:ChIJGTbIc9r9jT4Rd_v9s3pFNxA,http://www.gkexpertise.com/,+968 22 814791,http://www.gkexpertise.com/,https://www.google.com/s2/favicons?domain=www.gkexpertise.com&sz=128,https://www.gkexpertise.com/wp-content/uploads/2025/03/gk-control-and-relay-panel-150x150.png,,,,,"GK Expertise is a leader in electrical power protection and automation, as well as a unique manufacturer of numerical relays, control, and relay panels in India.","GK Expertise is a leader in electrical power protection and automation, as well as a unique manufacturer of numerical relays, control, and relay panels in India. We help enterprises Power Protection, Control Relay Panel , Automation Systems, Numerical Protection Relays , Testing and Commissioning, who generate, transmit or use electricity. We work in all areas of the energy industry including coal, oil, natural gas and nuclear energy, eco-friendly renewable resources such as hydro and wind energy.",,,,,,5.00,,,,,,2,Google,,2025-10-04,electrical;solar,,,,,,,,https://www.gkexpertise.com/contact-us/,,,Yes,,,,,,,,,,,,Yes,,
ChIJDeZuVLz_kT4R49D_PEXYt2I,growth-int-llc,GROWTH INT. LLC نمو العالمية ش م م,Home Maintenance & Repair,,home repair;maintenance;services,,"Alkolya Street, South, شارع الخوير، مسقط، Oman",Muscat,Oman,23.588148,58.440578,https://www.google.com/maps/place/?q=place_id:ChIJDeZuVLz_kT4R49D_PEXYt2I,https://www.google.com/maps/place/?q=place_id:ChIJDeZuVLz_kT4R49D_PEXYt2I,+968 24 481888,https://www.google.com/maps/place/?q=place_id:ChIJDeZuVLz_kT4R49D_PEXYt2I,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipNr1goAG9DpU9k1pXem_I3kK6uuLvu0PJMYVnoX=w900-h900-p-k-no,,,,,★★★★★ · Construction company,★★★★★ · Construction company,,,,,,4.90,,,,,,12,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJt1dXga7_kT4RkbQn3eg2yB4,ghubra,Ghubra,Home Maintenance & Repair,,home repair;maintenance;services,,"HCQ4+CFV, Al Ghubrah St, Muscat, Oman",Muscat,Oman,23.588690,58.406126,https://www.google.com/maps/place/?q=place_id:ChIJt1dXga7_kT4RkbQn3eg2yB4,https://www.google.com/maps/place/?q=place_id:ChIJt1dXga7_kT4RkbQn3eg2yB4,+968 7944 3435,https://www.google.com/maps/place/?q=place_id:ChIJt1dXga7_kT4RkbQn3eg2yB4,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4notNLaBR0DqQ_0NZibfpDnmBz6jdaaMD3Wt9SEkaKUtuyenXqTc-qeaheRYhOa_vMq--Hco4YMi26i2TKvkcdQd7ieey1ospx31zrRreQ44yXqHXxcHl4cE88nkbTKcOS-l5Qo=w900-h900-p-k-no,,,,,★★★★★ · Painter,★★★★★ · Painter,,,,,,4.50,,,,,,4,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJawk55wT_kT4RdIwkYQAhIy4,glass-and-frame-fitting-shop,Glass and Frame Fitting Shop,Home Maintenance & Repair,,home repair;maintenance;services,,"Al khuwair, Near Rawasco, Souk Al Khuwair St, مسقط، Oman",Muscat,Oman,23.590676,58.429234,https://www.google.com/maps/place/?q=place_id:ChIJawk55wT_kT4RdIwkYQAhIy4,https://www.google.com/maps/place/?q=place_id:ChIJawk55wT_kT4RdIwkYQAhIy4,,https://www.google.com/maps/place/?q=place_id:ChIJawk55wT_kT4RdIwkYQAhIy4,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4novTcmBar0tnBh3RwaKjDzgxUagm04KFNQJJVzDX4t3GOFtw95FrC5h5BECsdMRyrBDPQlVSeMkhRlS0nNEmPToleGJfzri2SzyB0BJlAaJNECzzAMMG81f_Fx0U2RueYeB=w900-h900-p-k-no,,,,,★★★★★ · Painter,★★★★★ · Painter,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJORtBe__-kT4R5awpF5KXsGs,glopal-pillars-trd-cont,Glopal Pillars Trd. & Cont,Home Maintenance & Repair,,home repair;maintenance;services,,"3888، Bait Al Adam-1, Way 2555,، Al-Maha Street,، Muscat, Oman",Muscat,Oman,23.574635,58.417863,https://www.google.com/maps/place/?q=place_id:ChIJORtBe__-kT4R5awpF5KXsGs,https://www.google.com/maps/place/?q=place_id:ChIJORtBe__-kT4R5awpF5KXsGs,+968 24 486800,https://www.google.com/maps/place/?q=place_id:ChIJORtBe__-kT4R5awpF5KXsGs,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n0hWzXbz7f0eXMimq-HIrw&cb_client=search.gws-prod.gps&w=900&h=900&yaw=172.66634&pitch=0&thumbfov=100,,,,,★★★★★ · Construction company,★★★★★ · Construction company,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ4_s5ecz_kT4ROISO8i_jkPo,golden-electronic-key,Golden Electronic Key,Home Maintenance & Repair,,home repair;maintenance;services,,"Ghala Royal hospital signal, opposite toyota service centre Ghala OM, Muscat 131, Oman",Muscat,Oman,23.574889,58.381840,https://www.google.com/maps/place/?q=place_id:ChIJ4_s5ecz_kT4ROISO8i_jkPo,https://www.google.com/maps/place/?q=place_id:ChIJ4_s5ecz_kT4ROISO8i_jkPo,+968 9717 3514,https://www.google.com/maps/place/?q=place_id:ChIJ4_s5ecz_kT4ROISO8i_jkPo,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipOtk0fqs4S-8riYzF8GYCvC6C7NkOQutC-Pu5ND=w900-h900-p-k-no,,,,,★★★★★ · Key duplication service,★★★★★ · Key duplication service,,,,,,4.50,,,,,,22,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
